PlantID,PlantName,AccessionID,AccessionName,ExperimentID,ExperimentName,ExperimentCondition,GrowthLocation,TrayPosition,SampleID,SampleName,SampleType,PlateName,PlateCoordinate,NameInWell,TubeBarcode,Note,PopulationName
,,,,,,,,,blank1,empty,control,Emel003A,B7,empty,,,blank
,,,,,,,,,S45001,U-1,leaf,Emelliodora-LB-Block1,A1,U1,,,LB-U
,,,,,,,,,S45002,U-2,leaf,Emelliodora-LB-Block1,B1,U2,,,LB-U
,,,,,,,,,S45003,U-3,leaf,Emelliodora-LB-Block1,C1,U3,,,LB-U
,,,,,,,,,S45004,U-4,leaf,Emelliodora-LB-Block1,D1,U4,,,LB-U
,,,,,,,,,S45005,U-5,leaf,Emelliodora-LB-Block1,E1,U5,,,LB-U
,,,,,,,,,S45006,U-6,leaf,Emelliodora-LB-Block1,F1,U6,,,LB-U
,,,,,,,,,S45007,U-7,leaf,Emelliodora-LB-Block1,G1,U7,,,LB-U
,,,,,,,,,S45008,U-8,leaf,Emelliodora-LB-Block1,H1,U8,,fail,LB-U
,,,,,,,,,S45009,U-9,leaf,Emelliodora-LB-Block1,A2,U9,,,LB-U
,,,,,,,,,S45010,U-10,leaf,Emelliodora-LB-Block1,B2,U10,,,LB-U
,,,,,,,,,S45011,P-1,leaf,Emelliodora-LB-Block1,C2,P1,,,LB-P
,,,,,,,,,S45012,P-2,leaf,Emelliodora-LB-Block1,D2,P2,,,LB-P
,,,,,,,,,S45013,P-3,leaf,Emelliodora-LB-Block1,E2,P3,,,LB-P
,,,,,,,,,S45014,P-4,leaf,Emelliodora-LB-Block1,F2,P4,,,LB-P
,,,,,,,,,S45015,P-5,leaf,Emelliodora-LB-Block1,G2,P5,,,LB-P
,,,,,,,,,S45016,P-6,leaf,Emelliodora-LB-Block1,H2,P6,,,LB-P
,,,,,,,,,S45017,P-7,leaf,Emelliodora-LB-Block1,A3,P7,,,LB-P
,,,,,,,,,S45018,P-8,leaf,Emelliodora-LB-Block1,B3,P8,,,LB-P
,,,,,,,,,S45019,P-9,leaf,Emelliodora-LB-Block1,C3,P9,,,LB-P
,,,,,,,,,S45020,P-10,leaf,Emelliodora-LB-Block1,D3,P10,,,LB-P
,,,,,,,,,S45021,G-1,leaf,Emelliodora-LB-Block1,E3,G1,,,LB-G
,,,,,,,,,S45022,G-2,leaf,Emelliodora-LB-Block1,F3,G2,,,LB-G
,,,,,,,,,S45023,G-3,leaf,Emelliodora-LB-Block1,G3,G3,,,LB-G
,,,,,,,,,S45024,G-4,leaf,Emelliodora-LB-Block1,H3,G4,,,LB-G
,,,,,,,,,S45025,G-5,leaf,Emelliodora-LB-Block1,A4,G5,,,LB-G
,,,,,,,,,S45026,G-6,leaf,Emelliodora-LB-Block1,B4,G6,,,LB-G
,,,,,,,,,S45027,G-7,leaf,Emelliodora-LB-Block1,C4,G7,,,LB-G
,,,,,,,,,S45028,G-8,leaf,Emelliodora-LB-Block1,D4,G8,,,LB-G
,,,,,,,,,S45029,G-9,leaf,Emelliodora-LB-Block1,E4,G9,,,LB-G
,,,,,,,,,S45030,G-10,leaf,Emelliodora-LB-Block1,F4,G10,,,LB-G
,,,,,,,,,S45031,W1-1,leaf,Emelliodora-LB-Block1,G4,W1-1,,,LB-W1
,,,,,,,,,S45032,W1-2,leaf,Emelliodora-LB-Block1,H4,W1-2,,,LB-W1
,,,,,,,,,S45033,W1-3,leaf,Emelliodora-LB-Block1,A5,W1-3,,,LB-W1
,,,,,,,,,S45034,W1-4,leaf,Emelliodora-LB-Block1,B5,W1-4,,,LB-W1
,,,,,,,,,S45035,W1-5,leaf,Emelliodora-LB-Block1,C5,W1-5,,,LB-W1
,,,,,,,,,S45036,W1-6,leaf,Emelliodora-LB-Block1,D5,W1-6,,,LB-W1
,,,,,,,,,S45037,W1-7,leaf,Emelliodora-LB-Block1,E5,W1-7,,,LB-W1
,,,,,,,,,S45038,W1-8,leaf,Emelliodora-LB-Block1,F5,W1-8,,,LB-W1
,,,,,,,,,S45039,W1-9,leaf,Emelliodora-LB-Block1,G5,W1-9,,,LB-W1
,,,,,,,,,S45040,W1-10,leaf,Emelliodora-LB-Block1,H5,W1-10,,,LB-W1
,,,,,,,,,S45041,H-1,leaf,Emelliodora-LB-Block1,A6,H1,,,LB-H
,,,,,,,,,S45042,H-2,leaf,Emelliodora-LB-Block1,B6,H2,,,LB-H
,,,,,,,,,S45043,H-3,leaf,Emelliodora-LB-Block1,C6,H3,,,LB-H
,,,,,,,,,S45044,H-4,leaf,Emelliodora-LB-Block1,D6,H4,,,LB-H
,,,,,,,,,S45045,H-5,leaf,Emelliodora-LB-Block1,E6,H5,,,LB-H
,,,,,,,,,S45046,H-6,leaf,Emelliodora-LB-Block1,F6,H6,,,LB-H
,,,,,,,,,S45047,H-7,leaf,Emelliodora-LB-Block1,G6,H7,,,LB-H
,,,,,,,,,S45048,H-8,leaf,Emelliodora-LB-Block1,H6,H8,,,LB-H
,,,,,,,,,S45049,H-9,leaf,Emelliodora-LB-Block1,A7,H9,,,LB-H
,,,,,,,,,S45050,H-10,leaf,Emelliodora-LB-Block1,B7,H10,,,LB-H
,,,,,,,,,S45051,M-3,leaf,Emelliodora-LB-Block1,C7,M3,,exclude4Tricia,LB-M
,,,,,,,,,S45052,M-4,leaf,Emelliodora-LB-Block1,D7,M4,,exclude4Tricia,LB-M
,,,,,,,,,S45053,M-5,leaf,Emelliodora-LB-Block1,E7,M5,,exclude4Tricia,LB-M
,,,,,,,,,S45054,D-1,leaf,Emelliodora-LB-Block1,F7,D1,,,LB-D
,,,,,,,,,S45055,D-2,leaf,Emelliodora-LB-Block1,G7,D2,,,LB-D
,,,,,,,,,S45056,D-3,leaf,Emelliodora-LB-Block1,H7,D3,,,LB-D
,,,,,,,,,S45057,D-4,leaf,Emelliodora-LB-Block1,A8,D4,,,LB-D
,,,,,,,,,S45058,D-5,leaf,Emelliodora-LB-Block1,B8,D5,,,LB-D
,,,,,,,,,S45059,D-6,leaf,Emelliodora-LB-Block1,C8,D6,,,LB-D
,,,,,,,,,S45060,D-7,leaf,Emelliodora-LB-Block1,D8,D7,,,LB-D
,,,,,,,,,S45061,D-8,leaf,Emelliodora-LB-Block1,E8,D8,,,LB-D
,,,,,,,,,S45062,D-9,leaf,Emelliodora-LB-Block1,F8,D9,,,LB-D
,,,,,,,,,S45063,D-10,leaf,Emelliodora-LB-Block1,G8,D10,,,LB-D
,,,,,,,,,S45064,V-1,leaf,Emelliodora-LB-Block1,H8,V1,,,LB-V
,,,,,,,,,S45065,V-2,leaf,Emelliodora-LB-Block1,A9,V2,,,LB-V
,,,,,,,,,S45066,V-3,leaf,Emelliodora-LB-Block1,B9,V3,,,LB-V
,,,,,,,,,S45067,V-4,leaf,Emelliodora-LB-Block1,C9,V4,,,LB-V
,,,,,,,,,S45068,V-5,leaf,Emelliodora-LB-Block1,D9,V5,,,LB-V
,,,,,,,,,S45069,V-6,leaf,Emelliodora-LB-Block1,E9,V6,,,LB-V
,,,,,,,,,S45070,V-7,leaf,Emelliodora-LB-Block1,F9,V7,,,LB-V
,,,,,,,,,S45071,V-8,leaf,Emelliodora-LB-Block1,G9,V8,,,LB-V
,,,,,,,,,S45072,V-9,leaf,Emelliodora-LB-Block1,H9,V9,,,LB-V
,,,,,,,,,S45073,V-10,leaf,Emelliodora-LB-Block1,A10,V10,,,LB-V
,,,,,,,,,S45074,A-2,leaf,Emelliodora-LB-Block1,B10,A2,,,LB-A
,,,,,,,,,S45075,A-3,leaf,Emelliodora-LB-Block1,C10,A3,,,LB-A
,,,,,,,,,S45076,A-4,leaf,Emelliodora-LB-Block1,D10,A4,,,LB-A
,,,,,,,,,S45077,A-5,leaf,Emelliodora-LB-Block1,E10,A5,,,LB-A
,,,,,,,,,S45078,A-6,leaf,Emelliodora-LB-Block1,F10,A6,,,LB-A
,,,,,,,,,S45079,A-7,leaf,Emelliodora-LB-Block1,G10,A7,,,LB-A
,,,,,,,,,S45080,A-8,leaf,Emelliodora-LB-Block1,H10,A8,,,LB-A
,,,,,,,,,S45081,A-9,leaf,Emelliodora-LB-Block1,A11,A9,,,LB-A
,,,,,,,,,S45082,A-10,leaf,Emelliodora-LB-Block1,B11,A10,,,LB-A
,,,,,,,,,S45083,A-11,leaf,Emelliodora-LB-Block1,C11,A11,,,LB-A
,,,,,,,,,S45084,1-1,leaf,Emelliodora-LB-Block1,D11,site1-1,,,LB-1
,,,,,,,,,S45085,1-2,leaf,Emelliodora-LB-Block1,E11,site1-2,,,LB-1
,,,,,,,,,S45086,1-3,leaf,Emelliodora-LB-Block1,F11,site1-3,,,LB-1
,,,,,,,,,S45087,1-4,leaf,Emelliodora-LB-Block1,G11,site1-4,,,LB-1
,,,,,,,,,S45088,1-5,leaf,Emelliodora-LB-Block1,H11,site1-5,,,LB-1
,,,,,,,,,S45089,1-6,leaf,Emelliodora-LB-Block1,A12,site1-6,,,LB-1
,,,,,,,,,S45090,1-7,leaf,Emelliodora-LB-Block1,B12,site1-7,,,LB-1
,,,,,,,,,S45091,1-8,leaf,Emelliodora-LB-Block1,C12,site1-8,,,LB-1
,,,,,,,,,S45092,1-9,leaf,Emelliodora-LB-Block1,D12,site1-9,,,LB-1
,,,,,,,,,S45093,1-10,leaf,Emelliodora-LB-Block1,E12,site1-10,,,LB-1
,,,,,,,,,S45094,C-1,leaf,Emelliodora-LB-Block1,F12,C1,,,LB-C
,,,,,,,,,S45095,C-2,leaf,Emelliodora-LB-Block1,G12,C2,,,LB-C
,,,,,,,,,S45096,C-3,leaf,Emelliodora-LB-Block1,H12,C3,,fail,LB-C
,,,,,,,,,S45097,C-4,leaf,Emelliodora-LB-Block2,A1,C4,,,LB-C
,,,,,,,,,S45098,C-5,leaf,Emelliodora-LB-Block2,B1,C5,,,LB-C
,,,,,,,,,S45099,C-6,leaf,Emelliodora-LB-Block2,C1,C6,,,LB-C
,,,,,,,,,S45100,C-7,leaf,Emelliodora-LB-Block2,D1,C7,,,LB-C
,,,,,,,,,S45101,C-8,leaf,Emelliodora-LB-Block2,E1,C8,,,LB-C
,,,,,,,,,S45102,C-9,leaf,Emelliodora-LB-Block2,F1,C9,,,LB-C
,,,,,,,,,S45103,N2-1,leaf,Emelliodora-LB-Block2,G1,N2-1,,,LB-N2
,,,,,,,,,S45104,N2-2,leaf,Emelliodora-LB-Block2,H1,N2-2,,fail,LB-N2
,,,,,,,,,S45105,N2-3,leaf,Emelliodora-LB-Block2,A2,N2-3,,,LB-N2
,,,,,,,,,S45106,N2-4,leaf,Emelliodora-LB-Block2,B2,N2-4,,,LB-N2
,,,,,,,,,S45107,N2-5,leaf,Emelliodora-LB-Block2,C2,N2-5,,,LB-N2
,,,,,,,,,S45108,N2-6,leaf,Emelliodora-LB-Block2,D2,N2-6,,,LB-N2
,,,,,,,,,S45109,N2-7,leaf,Emelliodora-LB-Block2,E2,N2-7,,,LB-N2
,,,,,,,,,S45110,N2-8,leaf,Emelliodora-LB-Block2,F2,N2-8,,,LB-N2
,,,,,,,,,S45111,N2-9,leaf,Emelliodora-LB-Block2,G2,N2-9,,,LB-N2
,,,,,,,,,S45112,N2-10,leaf,Emelliodora-LB-Block2,H2,N2-10,,,LB-N2
,,,,,,,,,S45113,N1-1,leaf,Emelliodora-LB-Block2,A3,N1-1,,,LB-N1
,,,,,,,,,S45114,N1-2,leaf,Emelliodora-LB-Block2,B3,N1-2,,,LB-N1
,,,,,,,,,S45115,N1-3,leaf,Emelliodora-LB-Block2,C3,N1-3,,,LB-N1
,,,,,,,,,S45116,N1-4,leaf,Emelliodora-LB-Block2,D3,N1-4,,,LB-N1
,,,,,,,,,S45117,N1-5,leaf,Emelliodora-LB-Block2,E3,N1-5,,,LB-N1
,,,,,,,,,S45118,N1-6,leaf,Emelliodora-LB-Block2,F3,N1-6,,,LB-N1
,,,,,,,,,S45119,N1-7,leaf,Emelliodora-LB-Block2,G3,N1-7,,,LB-N1
,,,,,,,,,S45120,N1-8,leaf,Emelliodora-LB-Block2,H3,N1-8,,,LB-N1
,,,,,,,,,S45121,N1-9,leaf,Emelliodora-LB-Block2,A4,N1-9,,,LB-N1
,,,,,,,,,S45122,N1-10,leaf,Emelliodora-LB-Block2,B4,N1-10,,,LB-N1
,,,,,,,,,S45123,3-1,leaf,Emelliodora-LB-Block2,C4,site3-1,,,LB-3
,,,,,,,,,S45124,3-2,leaf,Emelliodora-LB-Block2,D4,site3-2,,,LB-3
,,,,,,,,,S45125,3-3,leaf,Emelliodora-LB-Block2,E4,site3-3,,,LB-3
,,,,,,,,,S45126,3-4,leaf,Emelliodora-LB-Block2,F4,site3-4,,,LB-3
,,,,,,,,,S45127,3-5,leaf,Emelliodora-LB-Block2,G4,site3-5,,,LB-3
,,,,,,,,,S45128,3-6,leaf,Emelliodora-LB-Block2,H4,site3-6,,,LB-3
,,,,,,,,,S45129,3-7,leaf,Emelliodora-LB-Block2,A5,site3-7,,,LB-3
,,,,,,,,,S45130,3-8,leaf,Emelliodora-LB-Block2,B5,site3-8,,,LB-3
,,,,,,,,,S45131,3-9,leaf,Emelliodora-LB-Block2,C5,site3-9,,,LB-3
,,,,,,,,,S45132,3-10,leaf,Emelliodora-LB-Block2,D5,site3-10,,,LB-3
,,,,,,,,,S45133,7-1,leaf,Emelliodora-LB-Block2,E5,site7-1,,geogout,LB-7
,,,,,,,,,S45134,7-2,leaf,Emelliodora-LB-Block2,F5,site7-2,,geogout,LB-7
,,,,,,,,,S45135,7-3,leaf,Emelliodora-LB-Block2,G5,site7-3,,geogout,LB-7
,,,,,,,,,S45136,7-4,leaf,Emelliodora-LB-Block2,H5,site7-4,,geogout,LB-7
,,,,,,,,,S45137,7-5,leaf,Emelliodora-LB-Block2,A6,site7-5,,geogout,LB-7
,,,,,,,,,S45138,7-6,leaf,Emelliodora-LB-Block2,B6,site7-6,,geogout,LB-7
,,,,,,,,,S45139,7-7,leaf,Emelliodora-LB-Block2,C6,site7-7,,geogout,LB-7
,,,,,,,,,S45140,B-1,leaf,Emelliodora-LB-Block2,D6,B1,,,LB-B
,,,,,,,,,S45141,B-2,leaf,Emelliodora-LB-Block2,E6,B2,,,LB-B
,,,,,,,,,S45142,B-3,leaf,Emelliodora-LB-Block2,F6,B3,,,LB-B
,,,,,,,,,S45143,B-4,leaf,Emelliodora-LB-Block2,G6,B4,,,LB-B
,,,,,,,,,S45144,B-5,leaf,Emelliodora-LB-Block2,H6,B5,,,LB-B
,,,,,,,,,S45145,B-6,leaf,Emelliodora-LB-Block2,A7,B6,,,LB-B
,,,,,,,,,S45146,B-7,leaf,Emelliodora-LB-Block2,B7,B7,,,LB-B
,,,,,,,,,S45147,B-8,leaf,Emelliodora-LB-Block2,C7,B8,,,LB-B
,,,,,,,,,S45148,B-9,leaf,Emelliodora-LB-Block2,D7,B9,,,LB-B
,,,,,,,,,S45149,B-10,leaf,Emelliodora-LB-Block2,E7,B10,,,LB-B
,,,,,,,,,S45150,J2-1,leaf,Emelliodora-LB-Block2,F7,J2-1,,,LB-J2
,,,,,,,,,S45151,J2-2,leaf,Emelliodora-LB-Block2,G7,J2-2,,,LB-J2
,,,,,,,,,S45152,J2-3,leaf,Emelliodora-LB-Block2,H7,J2-3,,,LB-J2
,,,,,,,,,S45153,J2-4,leaf,Emelliodora-LB-Block2,A8,J2-4,,,LB-J2
,,,,,,,,,S45154,J2-5,leaf,Emelliodora-LB-Block2,B8,J2-5,,,LB-J2
,,,,,,,,,S45155,J2-6,leaf,Emelliodora-LB-Block2,C8,J2-6,,,LB-J2
,,,,,,,,,S45156,J2-7,leaf,Emelliodora-LB-Block2,D8,J2-7,,,LB-J2
,,,,,,,,,S45157,J2-8,leaf,Emelliodora-LB-Block2,E8,J2-8,,,LB-J2
,,,,,,,,,S45158,J2-9,leaf,Emelliodora-LB-Block2,F8,J2-9,,,LB-J2
,,,,,,,,,S45159,J2-10,leaf,Emelliodora-LB-Block2,G8,J2-10,,,LB-J2
,,,,,,,,,S45160,17-1,leaf,Emelliodora-LB-Block2,H8,site17-1,,,LB-17
,,,,,,,,,S45161,17-2,leaf,Emelliodora-LB-Block2,A9,site17-2,,,LB-17
,,,,,,,,,S45162,17-3,leaf,Emelliodora-LB-Block2,B9,site17-3,,,LB-17
,,,,,,,,,S45163,17-4,leaf,Emelliodora-LB-Block2,C9,site17-4,,,LB-17
,,,,,,,,,S45164,17-5,leaf,Emelliodora-LB-Block2,D9,site17-5,,,LB-17
,,,,,,,,,S45165,17-6,leaf,Emelliodora-LB-Block2,E9,site17-6,,,LB-17
,,,,,,,,,S45166,17-7,leaf,Emelliodora-LB-Block2,F9,site17-7,,,LB-17
,,,,,,,,,S45167,17-8,leaf,Emelliodora-LB-Block2,G9,site17-8,,,LB-17
,,,,,,,,,S45168,17-9,leaf,Emelliodora-LB-Block2,H9,site17-9,,,LB-17
,,,,,,,,,S45169,17-10,leaf,Emelliodora-LB-Block2,A10,site17-10,,,LB-17
,,,,,,,,,S45170,11-1,leaf,Emelliodora-LB-Block2,B10,site11-1,,,LB-11
,,,,,,,,,S45171,11-2,leaf,Emelliodora-LB-Block2,C10,site11-2,,,LB-11
,,,,,,,,,S45172,11-3,leaf,Emelliodora-LB-Block2,D10,site11-3,,,LB-11
,,,,,,,,,S45173,11-4,leaf,Emelliodora-LB-Block2,E10,site11-4,,,LB-11
,,,,,,,,,S45174,11-5,leaf,Emelliodora-LB-Block2,F10,site11-5,,,LB-11
,,,,,,,,,S45175,11-6,leaf,Emelliodora-LB-Block2,G10,site11-6,,,LB-11
,,,,,,,,,S45176,11-7,leaf,Emelliodora-LB-Block2,H10,site11-7,,,LB-11
,,,,,,,,,S45177,11-8,leaf,Emelliodora-LB-Block2,A11,site11-8,,,LB-11
,,,,,,,,,S45178,11-9,leaf,Emelliodora-LB-Block2,B11,site11-9,,,LB-11
,,,,,,,,,S45179,11-10,leaf,Emelliodora-LB-Block2,C11,site11-10,,,LB-11
,,,,,,,,,S45180,i2-1,leaf,Emelliodora-LB-Block2,D11,i2-1,,,LB-i2
,,,,,,,,,S45181,i2-2,leaf,Emelliodora-LB-Block2,E11,i2-2,,,LB-i2
,,,,,,,,,S45182,i2-3,leaf,Emelliodora-LB-Block2,F11,i2-3,,,LB-i2
,,,,,,,,,S45183,i2-4,leaf,Emelliodora-LB-Block2,G11,i2-4,,,LB-i2
,,,,,,,,,S45184,i2-5,leaf,Emelliodora-LB-Block2,H11,i2-5,,,LB-i2
,,,,,,,,,S45185,i2-6,leaf,Emelliodora-LB-Block2,A12,i2-6,,,LB-i2
,,,,,,,,,S45186,i2-7,leaf,Emelliodora-LB-Block2,B12,i2-7,,,LB-i2
,,,,,,,,,S45187,i2-8,leaf,Emelliodora-LB-Block2,C12,i2-8,,,LB-i2
,,,,,,,,,S45188,i2-9,leaf,Emelliodora-LB-Block2,D12,i2-9,,fail,LB-i2
,,,,,,,,,S45189,i2-10,leaf,Emelliodora-LB-Block2,E12,i2-10,,,LB-i2
,,,,,,,,,S45190,16-1,leaf,Emelliodora-LB-Block2,F12,site16-1,,,LB-16
,,,,,,,,,S45191,16-2,leaf,Emelliodora-LB-Block2,G12,site16-2,,,LB-16
,,,,,,,,,S45192,16-3,leaf,Emelliodora-LB-Block2,H12,site16-3,,fail,LB-16
,,,,,,,,,S45193,16-4,leaf,Emelliodora-LB-Block3,A1,site16-4,,,LB-16
,,,,,,,,,S45194,16-5,leaf,Emelliodora-LB-Block3,B1,site16-5,,,LB-16
,,,,,,,,,S45195,16-6,leaf,Emelliodora-LB-Block3,C1,site16-6,,,LB-16
,,,,,,,,,S45196,16-7,leaf,Emelliodora-LB-Block3,D1,site16-7,,,LB-16
,,,,,,,,,S45197,2-1,leaf,Emelliodora-LB-Block3,E1,site2-1,,,LB-2
,,,,,,,,,S45198,2-2,leaf,Emelliodora-LB-Block3,F1,site2-2,,,LB-2
,,,,,,,,,S45199,2-3,leaf,Emelliodora-LB-Block3,G1,site2-3,,,LB-2
,,,,,,,,,S45200,2-4,leaf,Emelliodora-LB-Block3,H1,site2-4,,fail,LB-2
,,,,,,,,,S45201,2-5,leaf,Emelliodora-LB-Block3,A2,site2-5,,,LB-2
,,,,,,,,,S45202,2-6,leaf,Emelliodora-LB-Block3,B2,site2-6,,,LB-2
,,,,,,,,,S45203,2-7,leaf,Emelliodora-LB-Block3,C2,site2-7,,,LB-2
,,,,,,,,,S45204,2-8,leaf,Emelliodora-LB-Block3,D2,site2-8,,,LB-2
,,,,,,,,,S45205,2-9,leaf,Emelliodora-LB-Block3,E2,site2-9,,,LB-2
,,,,,,,,,S45206,2-10,leaf,Emelliodora-LB-Block3,F2,site2-10,,,LB-2
,,,,,,,,,S45207,14-1,leaf,Emelliodora-LB-Block3,G2,site14-1,,,LB-14
,,,,,,,,,S45208,14-2,leaf,Emelliodora-LB-Block3,H2,site14-2,,,LB-14
,,,,,,,,,S45209,14-3,leaf,Emelliodora-LB-Block3,A3,site14-3,,,LB-14
,,,,,,,,,S45210,14-4,leaf,Emelliodora-LB-Block3,B3,site14-4,,,LB-14
,,,,,,,,,S45211,14-5,leaf,Emelliodora-LB-Block3,C3,site14-5,,,LB-14
,,,,,,,,,S45212,14-6,leaf,Emelliodora-LB-Block3,D3,site14-6,,,LB-14
,,,,,,,,,S45213,14-7,leaf,Emelliodora-LB-Block3,E3,site14-7,,,LB-14
,,,,,,,,,S45214,14-8,leaf,Emelliodora-LB-Block3,F3,site14-8,,,LB-14
,,,,,,,,,S45215,14-9,leaf,Emelliodora-LB-Block3,G3,site14-9,,,LB-14
,,,,,,,,,S45216,14-10,leaf,Emelliodora-LB-Block3,H3,site14-10,,,LB-14
,,,,,,,,,S45217,5-1,leaf,Emelliodora-LB-Block3,A4,site5-1,,outlier,LB-5
,,,,,,,,,S45218,5-2,leaf,Emelliodora-LB-Block3,B4,site5-2,,,LB-5
,,,,,,,,,S45219,5-3,leaf,Emelliodora-LB-Block3,C4,site5-3,,,LB-5
,,,,,,,,,S45220,5-4,leaf,Emelliodora-LB-Block3,D4,site5-4,,,LB-5
,,,,,,,,,S45221,5-5,leaf,Emelliodora-LB-Block3,E4,site5-5,,,LB-5
,,,,,,,,,S45222,5-6,leaf,Emelliodora-LB-Block3,F4,site5-6,,,LB-5
,,,,,,,,,S45223,5-7,leaf,Emelliodora-LB-Block3,G4,site5-7,,,LB-5
,,,,,,,,,S45224,5-8,leaf,Emelliodora-LB-Block3,H4,site5-8,,,LB-5
,,,,,,,,,S45225,5-9,leaf,Emelliodora-LB-Block3,A5,site5-9,,,LB-5
,,,,,,,,,S45226,5-10,leaf,Emelliodora-LB-Block3,B5,site5-10,,,LB-5
,,,,,,,,,S45227,10-1,leaf,Emelliodora-LB-Block3,C5,site10-1,,,LB-10
,,,,,,,,,S45228,10-2,leaf,Emelliodora-LB-Block3,D5,site10-2,,,LB-10
,,,,,,,,,S45229,10-3,leaf,Emelliodora-LB-Block3,E5,site10-3,,,LB-10
,,,,,,,,,S45230,10-4,leaf,Emelliodora-LB-Block3,F5,site10-4,,,LB-10
,,,,,,,,,S45231,10-5,leaf,Emelliodora-LB-Block3,G5,site10-5,,,LB-10
,,,,,,,,,S45232,10-6,leaf,Emelliodora-LB-Block3,H5,site10-6,,,LB-10
,,,,,,,,,S45233,10-7,leaf,Emelliodora-LB-Block3,A6,site10-7,,,LB-10
,,,,,,,,,S45234,10-8,leaf,Emelliodora-LB-Block3,B6,site10-8,,,LB-10
,,,,,,,,,S45235,10-9,leaf,Emelliodora-LB-Block3,C6,site10-9,,,LB-10
,,,,,,,,,S45236,10-10,leaf,Emelliodora-LB-Block3,D6,site10-10,,,LB-10
,,,,,,,,,S45237,T1-1,leaf,Emelliodora-LB-Block3,E6,T1-1,,,LB-T1
,,,,,,,,,S45238,T1-2,leaf,Emelliodora-LB-Block3,F6,T1-2,,,LB-T1
,,,,,,,,,S45239,T1-3,leaf,Emelliodora-LB-Block3,G6,T1-3,,,LB-T1
,,,,,,,,,S45240,T1-4,leaf,Emelliodora-LB-Block3,H6,T1-4,,,LB-T1
,,,,,,,,,S45241,T1-5,leaf,Emelliodora-LB-Block3,A7,T1-5,,,LB-T1
,,,,,,,,,S45242,T1-6,leaf,Emelliodora-LB-Block3,B7,T1-6,,,LB-T1
,,,,,,,,,S45243,T1-7,leaf,Emelliodora-LB-Block3,C7,T1-7,,,LB-T1
,,,,,,,,,S45244,T1-8,leaf,Emelliodora-LB-Block3,D7,T1-8,,,LB-T1
,,,,,,,,,S45245,T1-9,leaf,Emelliodora-LB-Block3,E7,T1-9,,,LB-T1
,,,,,,,,,S45246,T1-10,leaf,Emelliodora-LB-Block3,F7,T1-10,,,LB-T1
,,,,,,,,,S45247,19-1,leaf,Emelliodora-LB-Block3,G7,site19-1,,,LB-19
,,,,,,,,,S45248,19-2,leaf,Emelliodora-LB-Block3,H7,site19-2,,,LB-19
,,,,,,,,,S45249,19-3,leaf,Emelliodora-LB-Block3,A8,site19-3,,,LB-19
,,,,,,,,,S45250,19-4,leaf,Emelliodora-LB-Block3,B8,site19-4,,,LB-19
,,,,,,,,,S45251,19-5,leaf,Emelliodora-LB-Block3,C8,site19-5,,,LB-19
,,,,,,,,,S45252,19-6,leaf,Emelliodora-LB-Block3,D8,site19-6,,,LB-19
,,,,,,,,,S45253,19-7,leaf,Emelliodora-LB-Block3,E8,site19-7,,,LB-19
,,,,,,,,,S45254,19-8,leaf,Emelliodora-LB-Block3,F8,site19-8,,,LB-19
,,,,,,,,,S45255,19-9,leaf,Emelliodora-LB-Block3,G8,site19-9,,,LB-19
,,,,,,,,,S45256,19-10,leaf,Emelliodora-LB-Block3,H8,site19-10,,,LB-19
,,,,,,,,,S45257,K2-1,leaf,Emelliodora-LB-Block3,A9,K2-1,,,LB-K2
,,,,,,,,,S45258,K2-2,leaf,Emelliodora-LB-Block3,B9,K2-2,,,LB-K2
,,,,,,,,,S45259,K2-3,leaf,Emelliodora-LB-Block3,C9,K2-3,,,LB-K2
,,,,,,,,,S45260,K2-4,leaf,Emelliodora-LB-Block3,D9,K2-4,,,LB-K2
,,,,,,,,,S45261,K2-5,leaf,Emelliodora-LB-Block3,E9,K2-5,,,LB-K2
,,,,,,,,,S45262,K2-6,leaf,Emelliodora-LB-Block3,F9,K2-6,,,LB-K2
,,,,,,,,,S45263,K2-7,leaf,Emelliodora-LB-Block3,G9,K2-7,,,LB-K2
,,,,,,,,,S45264,K2-8,leaf,Emelliodora-LB-Block3,H9,K2-8,,,LB-K2
,,,,,,,,,S45265,K2-9,leaf,Emelliodora-LB-Block3,A10,K2-9,,,LB-K2
,,,,,,,,,S45266,K2-10,leaf,Emelliodora-LB-Block3,B10,K2-10,,,LB-K2
,,,,,,,,,S45267,20-1,leaf,Emelliodora-LB-Block3,C10,site20-1,,,LB-20
,,,,,,,,,S45268,20-2,leaf,Emelliodora-LB-Block3,D10,site20-2,,,LB-20
,,,,,,,,,S45269,20-3,leaf,Emelliodora-LB-Block3,E10,site20-3,,fail,LB-20
,,,,,,,,,S45270,20-4,leaf,Emelliodora-LB-Block3,F10,site20-4,,,LB-20
,,,,,,,,,S45271,20-5,leaf,Emelliodora-LB-Block3,G10,site20-5,,,LB-20
,,,,,,,,,S45272,20-6,leaf,Emelliodora-LB-Block3,H10,site20-6,,,LB-20
,,,,,,,,,S45273,20-7,leaf,Emelliodora-LB-Block3,A11,site20-7,,,LB-20
,,,,,,,,,S45274,20-8,leaf,Emelliodora-LB-Block3,B11,site20-8,,,LB-20
,,,,,,,,,S45275,20-9,leaf,Emelliodora-LB-Block3,C11,site20-9,,,LB-20
,,,,,,,,,S45276,20-10,leaf,Emelliodora-LB-Block3,D11,site20-10,,,LB-20
